,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
249,34451,33.0,5.0,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,13,3.05936345549117
250,18377,23.0,4.6,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,13,3.0253210916905586
251,27741,28.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,13,7.601368938169582
252,17894,22.0,4.8,Windy,Jam,2,Meal,scooter,0.0,,Metropolitian,11,7.652510173194676
253,22622,30.0,4.2,Cloudy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,40,13.611585111828559
254,6887,26.0,4.6,Sunny,High,1,Buffet,motorcycle,1.0,No,Urban,14,1.5297232826572114
255,31149,23.0,4.5,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,13,13.829019124510912
256,2417,39.0,5.0,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,47,17.07480611178322
257,30437,26.0,4.8,Sunny,High,2,Snack,electric_scooter,0.0,No,Metropolitian,14,5.958965689618683
258,43572,31.0,3.9,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,11.007734763545226
259,22330,32.0,4.9,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27,8.942954308288511
260,14558,27.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,13.989852322146415
261,13077,35.0,3.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,34,20.442929762531403
262,11790,,,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,19.043190708660045
263,43101,35.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,9.435201537103644
264,12608,31.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,11.007734763545226
265,38182,27.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,14,10.865882927568233
266,1131,20.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,19.661310204461483
267,43607,39.0,4.3,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,13.973207156462342
268,22529,35.0,5.0,Fog,Low,1,Drinks,scooter,0.0,No,Urban,15,3.073660616060882
269,25508,33.0,4.7,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,10.724651567881272
270,7861,30.0,4.8,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,27,6.210607623138685
271,6969,27.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,19.659160370933726
272,29988,30.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,10.586484616110663
273,198,30.0,3.9,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32,12.116950608663233
274,13168,23.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,22,1.512473616896366
275,37759,31.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,3.025118639776791
276,13687,33.0,4.8,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,1.5581244295227354
277,45389,37.0,4.9,Cloudy,Medium,2,Buffet,scooter,3.0,No,Metropolitian,43,10.724430107083917
278,20226,34.0,5.0,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,18,5.992231876390566
279,36978,32.0,4.4,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,7.659703978759407
280,25999,39.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,11.905030946034818
281,17128,35.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,3.0736336623539304
282,17679,36.0,4.3,Cloudy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,41,17.297865752893937
283,45525,39.0,3.9,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,41,11.903052166671372
284,25262,37.0,4.9,Stormy,High,0,Buffet,motorcycle,3.0,No,Metropolitian,48,6.2094761776163
285,628,23.0,4.7,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,10.881199560805609
286,33423,37.0,4.7,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,4.560964950416685
287,10423,25.0,4.7,Sunny,Low,2,Snack,electric_scooter,1.0,No,,18,4.560734055381758
288,18686,21.0,4.7,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,14,9.177805334978958
289,6605,28.0,5.0,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,13,11.916990180332599
290,6904,38.0,4.7,Fog,Low,1,Snack,scooter,0.0,No,Urban,15,1.536621332932584
291,7364,32.0,4.1,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,40,10.880951367074182
292,10688,25.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,4.537394871401189
293,3402,24.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,34,6.210543032439091
294,41406,39.0,4.2,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,42,13.971216616840227
295,19286,29.0,4.1,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,16.830461294538917
296,5186,24.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,,18,20.86362506146105
297,13870,,,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Urban,12,13.971216616840227
298,9647,25.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,4.589499485990572
299,29716,27.0,4.9,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,10.866716057789409
300,40457,32.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,9.191497300141702
301,32386,36.0,4.3,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,36,12.256927745686042
302,23543,20.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,20.886038531875023
303,24167,38.0,4.4,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,33,1.554551170602139
304,16358,35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13.788581570197586
305,39006,36.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,34,7.76176872600772
306,144,36.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,1.5725337265584898
307,22364,36.0,3.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,41,12.07439552546008
308,3378,38.0,4.3,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,38,19.76027880154743
309,19826,27.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,29,4.596698554166812
310,43614,,,Fog,Jam,1,Drinks,scooter,,No,Metropolitian,32,13.681492022724688
311,2740,28.0,4.8,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,7.763504337525132
312,32612,24.0,5.0,Windy,Low,1,Snack,scooter,,No,Metropolitian,15,3.104782361698969
313,40667,26.0,4.7,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,13,6.080882967543937
314,19331,31.0,4.1,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,16.635416274164086
315,22775,36.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,1.5322206808030652
316,13732,39.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,3.105268883912366
317,8274,30.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.208827614810059
318,24356,25.0,4.5,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,15,19.6714327256783
319,14159,39.0,4.4,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,6.118630884362266
320,8875,22.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,4.65800930083588
321,36121,37.0,4.2,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,33,13.58251101109925
322,16329,21.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,9.314908769647658
323,36428,33.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,4.663432201223702
324,27797,32.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,3.116222885403881
325,44068,34.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21,3.104803754063122
326,23297,34.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,15,17.076725433717133
327,14623,,,,,3,Meal,electric_scooter,1.0,No,Urban,25,9.054602227855089
328,25802,21.0,4.9,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,15,4.6102856655685205
329,19265,28.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,17.098061238885432
330,6946,33.0,5.0,Sunny,High,2,Buffet,scooter,0.0,No,Urban,17,6.119245342980495
331,17385,31.0,4.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,,37,10.756961091665582
332,41820,31.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,4.537860441962009
333,28994,,,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,27,10.906470984750944
334,11288,25.0,4.8,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,20,3.1161417133993528
335,30352,33.0,5.0,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,36,6.209259881992308
336,19143,39.0,4.0,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,39,1.5298767887019205
337,6803,28.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,3.0736267324655286
338,7524,34.0,3.5,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,13.98953296776353
339,10993,30.0,5.0,Sunny,Low,1,Snack,scooter,1.0,No,Urban,24,12.293787311808362
340,21647,35.0,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,20.2062603240773
341,2514,32.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,19.659625283685873
342,1866,31.0,4.6,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,7.660316911888339
343,16929,34.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,6.1287577015808035
344,36546,22.0,4.8,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,27,5.952135257878938
345,13466,25.0,4.0,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,1.5203694791069489
346,32851,28.0,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,14,3.1162485105714386
347,28882,37.0,4.9,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,37,11.917100051266479
348,27119,34.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,20,1.5606567450068547
349,16796,29.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,20.181186875223194
350,25724,25.0,4.5,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,24,1.4898458815340307
351,40119,34.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,18,3.073772153833459
352,41385,30.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,,10,1.5526496279714272
353,11677,39.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,48,16.852701563903537
354,41910,38.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,10.906058503130946
355,33308,,,,,3,Drinks,scooter,1.0,No,Urban,16,7.763196932772446
356,10202,25.0,5.0,Stormy,High,1,Snack,scooter,0.0,No,Urban,20,6.147076220308258
357,25603,37.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.04066536408016
358,27745,23.0,4.7,Cloudy,High,2,Snack,motorcycle,1.0,No,Metropolitian,31,6.242341033629819
359,7126,21.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,4.65759746887544
360,34342,28.0,4.9,Stormy,Jam,2,Meal,motorcycle,1.0,No,,17,12.117036432040061
361,29741,29.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,13,10.808568764743582
362,1985,26.0,4.9,Sunny,Jam,1,Snack,motorcycle,,No,Metropolitian,17,16.476293389674378
363,8877,39.0,4.7,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,25,3.1046059546198688
364,43611,26.0,4.4,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,10.587588202930887
365,13310,28.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,21,13.631228534552555
366,16416,25.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,12,3.1450674354101187
367,2528,23.0,4.7,Stormy,High,2,Snack,motorcycle,0.0,No,Metropolitian,23,6.128850978488612
368,32469,31.0,4.8,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,31,9.315441635177335
369,9531,34.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,25,1.5094817612111415
370,17712,32.0,4.7,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,9.348206267036693
371,25573,25.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,13.612340865326093
372,40365,26.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,14.152800689506924
373,19366,27.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,12,4.4648087500311995
374,646,25.0,4.8,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,9.181151800929156
375,23994,25.0,4.7,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,19.617929437392437
376,13655,28.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,4.717601091654031
377,21096,34.0,4.4,Stormy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,13.682378876541017
378,5991,24.0,4.5,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,16.722118375754214
379,37442,33.0,4.7,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,40,19.659254035111083
380,7168,29.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,13.789630730037711
381,21026,36.0,3.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,38,12.073402311590591
382,1736,38.0,3.8,Stormy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,41,20.252924408850355
383,31561,33.0,4.7,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,5.962202685680023
384,38032,33.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,9.220368460286974
385,21027,22.0,4.8,Fog,Medium,2,Meal,motorcycle,1.0,No,Urban,29,17.076258901163584
386,5987,29.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,16.381598593351303
387,16343,27.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Metropolitian,40,16.902051800225596
388,29843,37.0,4.3,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,4.610471742654937
389,44958,38.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,9.055364789631513
390,681,33.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,,24,3.058968616404183
391,33009,26.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,7.325157361514934
392,1377,28.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,7.762600239846887
393,31388,28.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,13.830053479895493
394,33852,20.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,18,19.97462742500926
395,32901,33.0,4.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,7.448311138269859
396,18591,26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,12,3.064485781444576
397,11893,24.0,4.5,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,25,1.5203488901901792
398,14198,20.0,4.7,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,13.972191759560088
399,32390,22.0,4.9,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,23,5.952135257878938
400,42830,28.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,30,17.072871906379
401,42988,38.0,4.3,Fog,High,1,Drinks,motorcycle,0.0,No,Metropolitian,37,1.5147861372373659
402,38586,29.0,4.6,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,1.5125177548578486
403,25887,24.0,4.7,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,38,19.761110067716224
404,15594,23.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,4.596439722787293
405,39197,22.0,4.8,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,27,6.218030984063774
406,14304,38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,25,7.64972440250561
407,14160,30.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,46,16.597659420316152
408,42572,30.0,4.6,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Semi-Urban,52,13.4289167350221
409,36625,22.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,10.417061581274805
410,16739,36.0,5.0,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,16.849939917998213
411,32421,21.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22,13.789630730037711
412,40245,36.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,1.5580838613499712
413,33947,36.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,10.924410123405494
414,7439,35.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,15,3.064485781444576
415,30893,39.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,28,3.121088298270482
416,24132,39.0,4.8,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,29,6.29013467758336
417,13643,50.0,6.0,,,3,Buffet,motorcycle,0.0,No,Metropolitian,28,19064.810116885925
418,8171,21.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.552360877319872
419,26701,29.0,4.5,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,27,10.757554772962694
420,6985,23.0,4.6,Windy,Low,2,Meal,electric_scooter,,No,Metropolitian,15,8.937527873219437
421,42323,24.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,13,6.232392020741162
422,30469,30.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,26,7.684155417221766
423,44126,25.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,10,1.536621332932584
424,22709,32.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,43,10.906289036313037
425,15189,38.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,51,10.586953096729365
426,45418,29.0,4.8,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,12,6.29013467758336
427,14273,29.0,4.6,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,4.596317854907477
428,28703,26.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,6.129183922886023
429,35603,39.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,7.546888128118117
430,22288,34.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.026931486526482
431,11515,26.0,4.9,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,24,6.05887051551568
432,2404,22.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,4.663566688756208
433,44450,32.0,4.6,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,7.66074883748164
434,18576,22.0,5.0,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Urban,27,6.217851597513427
435,20574,22.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,10.807355602932986
436,22349,33.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,9.192571531758347
437,44364,26.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,11,9.315028810681339
438,32453,36.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.988777563406439
439,31451,27.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,24,13.583302501390298
440,37053,36.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,12.116848260731292
441,21374,35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,45,17.098196997698192
442,13263,35.0,4.5,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,17,7.790160607276956
443,2476,31.0,4.2,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,34,6.04975791884597
444,15431,25.0,4.7,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,26,20.442929762531403
445,45495,,,,,3,Meal,scooter,1.0,No,,24,17340.702823291478
446,4,24.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,41,19.39661829066454
447,13911,35.0,4.4,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,34,10.88090530488491
448,37456,38.0,4.5,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,8.812444326864224
449,7096,29.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,,11,9.326827803082512
450,36281,22.0,4.6,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,12,17.137660049134592
451,45496,21.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19,6.081440911711158
452,3953,30.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18,7.761726486450179
453,28056,28.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,12.58026782216666
454,26942,22.0,4.2,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,52,8.937860881520818
455,32494,28.0,4.5,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,4.674333016038082
456,44239,32.0,4.4,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,39,12.41848032806189
457,36131,22.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,24,20.17774245119651
458,16752,21.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.601800334793247
459,3702,24.0,4.5,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,54,9.326616347795763
460,21160,31.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,10.88093543823611
461,12153,26.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,6.218305855562607
462,23407,38.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,7.631532086484271
463,262,36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.790362124590408
464,7499,20.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.1047992389654704
465,9037,32.0,4.1,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,49,13.581198240324719
466,45427,28.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,38,19.87568060491353
467,34439,20.0,4.8,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,4.663310851502866
468,8596,28.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,13.217301980489346
469,27668,29.0,4.8,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,10.641051309792738
470,28608,39.0,4.1,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45,20.181059137200638
471,32989,22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,6.29013467758336
472,20124,22.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20.205786629220874
473,24017,26.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,3.06047553947658
474,10229,39.0,4.1,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,37,10.90599351013839
475,22819,34.0,4.6,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,27,10.433242609765504
476,42359,29.0,4.5,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,12,9.220418694238614
477,7128,38.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,11.917100051266479
478,35593,30.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,21,13.98953296776353
479,40706,27.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,18,9.074684164011787
480,36380,39.0,4.8,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,19,6.081535937133612
481,884,25.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20.25308886852266
482,36781,25.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,10.565936169711646
483,1470,35.0,4.5,Fog,Jam,1,Snack,motorcycle,,No,Metropolitian,25,7.6012659082797756
484,4550,,,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,27,12.116946920624557
485,32077,21.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,19.761706467416623
486,32676,36.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,10.641581256433879
487,37483,33.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,3.0643988728236433
488,2348,28.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,8.953221744233755
489,37060,39.0,4.2,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,4.61003560186968
490,38654,30.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,7.651068542780796
491,5733,20.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,4.56122368116472
492,13819,32.0,4.7,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,9.074821802253695
493,44253,21.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,,44,12.58026782216666
494,32882,33.0,3.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,37,17.297865752893937
495,41709,,,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,17.097997931282855
496,14981,30.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,10.602582382281538
497,37469,26.0,4.7,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,32,16.600966466253027
498,21632,20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,16,12.103166363044753
